"CAREF","CANO","CACOMP","CACURREF","CANAME","CAADD","CACUST","CAVATNUM","CANOVAT","CASALEREP","CASUPP","CAVATREQ","CALNGREF","CACNTRREF","CATRANS","CACUSTTYPE","CADUNS","CATAXID","CABSCC","CACREDCSTAT","CAINTSTAT","CAMPRTNAME","CAMPRTNACE","CAMEMPNUM","CAMPRTTURN","CACUSTSTAT","CAACTION"
"1006477","1006477","NLAAT","EUR","R. VINK TEVENS HANDELEND ONDER DE NAAM SPAR","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","489985799","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006480","1006480","NLAAT","EUR","REPRO TOTAAL EMMEN","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","412007333","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006487","1006487","NLAAT","EUR","RIWA VOF PRINT & DESIGN TWELLO","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","419092796","0","360","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006490","1006490","NLAAT","EUR","REGIONAAL MILIEUBEDRIJF CUIJK","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","490378543","0","360","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006491","1006491","NLAAT","EUR","SALTO SCHOOL DRENTS DORP EINDHOVEN","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","490079590","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006492","1006492","NLAAT","EUR","SAM THE MAIL COMPANY B.V. DEN BOSCH","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","386370118","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006497","1006497","NLAAT","EUR","TOMRA SYSTEMS B.V. APELDOORN","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","414242826","0","360","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006509","1006509","NLAAT","EUR","WISSING STEDEB RUIMTVORMG BARENDRECHT","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","408014397","0","200","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006510","1006510","NLAAT","EUR","VLUCHTELINGEN WERK AZC PAPENDR","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006517","1006517","NLAAT","EUR","AMSTERDAMS LYCEUM HET","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","411153104","0","360","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006518","1006518","NLAAT","EUR","ANDERSSON ELFFERS FELIX","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","413970385","0","360","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006523","1006523","NLAAT","EUR","ARSPRINTMEDIA B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","408304889","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006525","1006525","NLAAT","EUR","BAM LEIDINGEN & INDUSTRIE B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","402363345","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006526","1006526","NLAAT","EUR","BAM LEIDINGEN & INDUSTRIE B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","402363345","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006527","1006527","NLAAT","EUR","MPS BAM BOUW EN TECHNIEK - REGIO OOST","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","412350436","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006528","1006528","NLAAT","EUR","MPS BAM BOUW EN TECHNIEK REGIO NOORD","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","412350436","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006529","1006529","NLAAT","EUR","MPS BAM BOUW EN TECHNIEK REGIO NOORDWEST","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","412350436","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006530","1006530","NLAAT","EUR","BAM WONINGBOUW REGIO MIDDEN DEVENTER","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","402010966","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006540","1006540","NLAAT","EUR","CANON CENTER CBA B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","404818457","0","200","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006552","1006552","NLAAT","EUR","DEXCOM RETAIL B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","489447356","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006557","1006557","NLAAT","EUR","DURA VERMEER ONDERGR INFRA B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","407031814","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006562","1006562","NLAAT","EUR","GEMEENTE BAARN BAARN","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","407998256","0","360","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006563","1006563","NLAAT","EUR","FRANCISCUS BASISSCHOOL OLDENZAAL","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","386663822","0","360","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006570","1006570","NLAAT","EUR","HOENDERBOOM AANNEMERSBEDRIJF","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","412999484","0","200","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006583","1006583","NLAAT","EUR","KLOMPE RUPP TOTAAL B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","412609336","0","200","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006594","1006594","NLAAT","EUR","NCR NETHERLANDS AMSTERDAM ZUIDOOST","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","387452852","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006595","1006595","NLAAT","EUR","NOORD NEDERLANDS ORKEST ST GRONINGEN","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","403654762","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006612","1006612","NLAAT","EUR","MPS STAPLES NEDERLAND B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","489003103","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006614","1006614","NLAAT","EUR","STICHTING MENSWEL ECHT","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","411512358","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006616","1006616","NLAAT","EUR","TAUW B.V. DEVENTER","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","417699915","0","360","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006620","1006620","NLAAT","EUR","TNO CORPORATE STAFORGANEN","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","489772968","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006622","1006622","NLAAT","EUR","UNIVERSITEIT VAN TILBURG","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","410346902","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006624","1006624","NLAAT","EUR","VARCO BJ B.V. ETTEN-LEUR","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","411921240","0","360","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006637","1006637","NLAAT","EUR","ABRONA AFDOPLEIDINGEN","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","403822252","0","360","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006646","1006646","NLAAT","EUR","ASSELBERGS HAARLEM","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","403797710","0","200","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006650","1006650","NLAAT","EUR","BAM ELEKTROTECHNIEK ROTTERDAM","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","405417668","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006658","1006658","NLAAT","EUR","BOUWPRODUKTEN ZOMER TYNAARLO","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","415164920","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006671","1006671","NLAAT","EUR","COMPANY WEAR EMST","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","404641537","0","360","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006675","1006675","NLAAT","EUR","CHR HOGESCHOOL WINDESHEIM ZWOLLE","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","402174234","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006677","1006677","NLAAT","EUR","MPS DE KEERKRING BV","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","402573547","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006678","1006678","NLAAT","EUR","DESKTOP CENTRE","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","415232156","0","360","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006681","1006681","NLAAT","EUR","EBD TECHNIEK BV","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","402510064","0","200","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006683","1006683","NLAAT","EUR","DRUKKERIJ VAN DEN WIJNGAARDKKERIJ VAN DEN","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","386727770","0","360","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006684","1006684","NLAAT","EUR","DRUKKERIJ VAN EDEN B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","415864057","0","200","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006688","1006688","NLAAT","EUR","DRUKGROEP MAASLAND B.V. MAASLAND","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","419259478","0","200","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006689","1006689","NLAAT","EUR","GAVITA NEDERLAND B.V. AALSMEER","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","418126033","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006690","1006690","NLAAT","EUR","FRIESLAND DIREKT B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","549908200","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006698","1006698","NLAAT","EUR","GUBBENS BOUWADVIES","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","386914498","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006699","1006699","NLAAT","EUR","GARTNER NEDERLAND B.V. AMSTERDAM","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","412770273","0","200","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006705","1006705","NLAAT","EUR","IMTECH ACCESS SECURITY TECHNOLOGY","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","404032935","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006708","1006708","NLAAT","EUR","HYPOTHEEK VISIE ZEIST B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","407298509","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006711","1006711","NLAAT","EUR","HOOGVLIET B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","402232623","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006714","1006714","NLAAT","EUR","HONEYWELL B.V. EMMEN","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","416791218","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006719","1006719","NLAAT","EUR","LEVEL 3 COMMUNICATIONS B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","402297662","0","200","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006721","1006721","NLAAT","EUR","GEO PLUS B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","405674099","0","200","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006722","1006722","NLAAT","EUR","KNVB DISTRICT OOST DEVENTER","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","412199770","0","360","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006728","1006728","NLAAT","EUR","KLEIBURG GOLFCLUB","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","408873656","0","200","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006733","1006733","NLAAT","EUR","MAATWERK DRUK KOPIE LIEMPDE","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","412655383","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006741","1006741","NLAAT","EUR","MONKEY DONKY GRONINGEN","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","387462133","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006748","1006748","NLAAT","EUR","NOORDGASTRANSPORT B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","387200835","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006753","1006753","NLAAT","EUR","OPTISPORT HOORN B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","413138350","0","200","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006754","1006754","NLAAT","EUR","OPTISPORT HARLINGEN B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","413880092","0","200","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006774","1006774","NLAAT","EUR","SPUIGROEP B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","405778515","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006776","1006776","NLAAT","EUR","SPAR VELDT","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","406503938","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006777","1006777","NLAAT","EUR","SIOUX ELECTRONICS B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","417714383","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006781","1006781","NLAAT","EUR","SUPERMARKT JANSEN HULST B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","408699549","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006784","1006784","NLAAT","EUR","VAN WIJNEN ARNHEM B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","403784002","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006787","1006787","NLAAT","EUR","VAGERI B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","415874135","0","200","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006792","1006792","NLAAT","EUR","UNICOM DEN HAAG B.V. DEN HAAG","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","403400737","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006797","1006797","NLAAT","EUR","WOLFARD & WESSELS WERKTUIGBOUW BV","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","406021530","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006804","1006804","NLAAT","EUR","ZOPFI OFFSETDRUKKERIJ","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","404936627","0","360","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006813","1006813","NLAAT","EUR","AUTOMATISERINGSMAATSCHAPPIJ GOUDA B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","402299127","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006816","1006816","NLAAT","EUR","MPS BAM INFRA ENERGIE & WATER ZUID B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","402470504","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006820","1006820","NLAAT","EUR","BAM WEGEN REGIO WEST B.V. CALAND ROZENBURG","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","408469877","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006829","1006829","NLAAT","EUR","CBS DE WESTERKIM ZAANDAM","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","419380092","0","360","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006833","1006833","NLAAT","EUR","CORUS BENELUX B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","415469196","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006834","1006834","NLAAT","EUR","DE BESTE PRINT B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","489053761","0","360","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006837","1006837","NLAAT","EUR","DEKKER ELEKTRO B.V. SPIJKENISSE","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","415044866","0","200","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006842","1006842","NLAAT","EUR","DURA VERMEER BOUW ZUID WEST B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","403292548","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006843","1006843","NLAAT","EUR","DUTCHITAL MEDIA B.V. LEEK","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","412467891","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006846","1006846","NLAAT","EUR","MPS EUREGIO AUTOLEASE","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","418766416","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006862","1006862","NLAAT","EUR","HYPOTHEEK EXPERT EMMEN","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","415627202","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006864","1006864","NLAAT","EUR","JAVOCOM B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","386705180","0","360","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006869","1006869","NLAAT","EUR","MPS KWS INFRA B.V. ROOSENDAAL","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","406222695","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006871","1006871","NLAAT","EUR","KVWS VISSER EN SMIT BOUW B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","402209563","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006872","1006872","NLAAT","EUR","MPS KWS INFRA B.V. VIANEN","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","406222695","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006873","1006873","NLAAT","EUR","MAG I B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","414783717","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006878","1006878","NLAAT","EUR","NEDMAG INDUSTRIES MINING & MANUFACTURING B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","405842758","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006881","1006881","NLAAT","EUR","NOTARISKANTOOR ROERDALEN","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","489297026","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006886","1006886","NLAAT","EUR","PITCH PUTT BUSSLOO VOF","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","412958840","0","360","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006888","1006888","NLAAT","EUR","MPS RABOBANK BORGER KLENCKELAND BORGER","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","403153703","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006889","1006889","NLAAT","EUR","MPS RABOBANK FLEVOLAND","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","403314487","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006890","1006890","NLAAT","EUR","MPS RABOBANK KOP VAN NOORD-HOLLAND","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","407302520","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006896","1006896","NLAAT","EUR","SCHIPPER NIEUW BUINEN B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","387234396","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006902","1006902","NLAAT","EUR","STICHTING DE DOORNVOGEL","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","409490088","0","200","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006911","1006911","NLAAT","EUR","VOS MAKELAARDIJ OUDERKERK AAN DE AMSTEL","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","387489347","0","200","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006929","1006929","NLAAT","EUR","AMBASSADE VAN ISRAEL","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","408237246","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006935","1006935","NLAAT","EUR","BIO-RAD LABORATORIES B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","406401430","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006939","1006939","NLAAT","EUR","BOUWBEDRIJF VAN NOREL B.V. EPE","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","415165430","0","360","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006942","1006942","NLAAT","EUR","BRUNA PURMEREND","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","408698707","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006945","1006945","NLAAT","EUR","R.H. VAN DER SCHOUW","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","412899168","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006947","1006947","NLAAT","EUR","C1000 ODINK","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","403357734","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006952","1006952","NLAAT","EUR","DE FONTEIN  BUSSUM","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","490087893","0","360","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006954","1006954","NLAAT","EUR","CSG BEILEN BEILEN","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","419390273","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006958","1006958","NLAAT","EUR","ETS ZAKELIJKE DIENSTVERL B.V. EINDHOVEN","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","410958227","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006959","1006959","NLAAT","EUR","EMBASSY OF EGYPT DEN HAAG","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","412715810","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006967","1006967","NLAAT","EUR","DRUKKERIJ PERFEKT","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","403802663","0","360","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1006970","1006970","NLAAT","EUR","DUBBELDAM APOTHEEK","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","405208286","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
