"CAREF","CANO","CACOMP","CACURREF","CANAME","CAADD","CACUST","CAVATNUM","CANOVAT","CASALEREP","CASUPP","CAVATREQ","CALNGREF","CACNTRREF","CATRANS","CACUSTTYPE","CADUNS","CATAXID","CABSCC","CACREDCSTAT","CAINTSTAT","CAMPRTNAME","CAMPRTNACE","CAMEMPNUM","CAMPRTTURN","CACUSTSTAT","CAACTION"
"1000003","1000003","NLAAT","EUR","AAREAL BANK AMSTERDAM","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","415082882","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000005","1000005","NLAAT","EUR","AH ENKHUIZEN BV 8693","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","405988598","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000014","1000014","NLAAT","EUR","AWS BETER WONEN ALMELO","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","403436348","0","360","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000015","1000015","NLAAT","EUR","MPS BAM INFRA ENERGIE & WATER WEST B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","407090539","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000020","1000020","NLAAT","EUR","BOUWBEDRIJF DE JONG & DE WAL VOF","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","414573654","0","360","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000022","1000022","NLAAT","EUR","BRANDWEER FLEVOLAND","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","489927377","0","360","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000025","1000025","NLAAT","EUR","VAN ZANTEN SUPERMARKT B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","489657319","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000030","1000030","NLAAT","EUR","CASCADE ALMERE","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","403355886","0","360","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000036","1000036","NLAAT","EUR","D.O.R.C.  B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","407522184","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000039","1000039","NLAAT","EUR","DO IT B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","418297958","0","200","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000040","1000040","NLAAT","EUR","DURA VERMEER BOUW ROSMALEN B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","414136192","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000042","1000042","NLAAT","EUR","MPS DURA VERMEER INFRASTRUCTUUR B.V. REGIO MIDDEN WEST","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","489121348","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000043","1000043","NLAAT","EUR","EMPATEC N.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","407051106","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000047","1000047","NLAAT","EUR","FRANS NOOREN B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","411376015","0","200","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000051","1000051","NLAAT","EUR","MPS GEMEENTE HELMOND","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","407355861","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000067","1000067","NLAAT","EUR","KIESTRA LAB-AUTOMATION","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","417876166","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000070","1000070","NLAAT","EUR","MAGNITUDE CONSULTING","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","403131951","0","200","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000073","1000073","NLAAT","EUR","MPS MOBILIS B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","403289122","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000074","1000074","NLAAT","EUR","MPS MOBILIS B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","403289122","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000075","1000075","NLAAT","EUR","MPS MOBILIS B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","403289122","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000077","1000077","NLAAT","EUR","NMT-GROUP AMSTERDAM","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","414209747","0","200","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000079","1000079","NLAAT","EUR","PHAROS REIZEN ANWB","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","407554265","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000082","1000082","NLAAT","EUR","MPS PROVINCIE ZUID HOLLAND","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","489778457","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000085","1000085","NLAAT","EUR","MPS RABOBANK RIJSSEN ENTER","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","403379605","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000086","1000086","NLAAT","EUR","RAASVELD & BENNIS FINANCIEEL ADVISEURS","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","408726797","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000087","1000087","NLAAT","EUR","MPS RABOBANK PARKSTAD LIMBURG","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","404224248","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000091","1000091","NLAAT","EUR","SCHINDLER LIFTEN B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","402249163","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000097","1000097","NLAAT","EUR","SERVICE LEVERINGSSTOP (I) DE CLOESE VASTGOED B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","409772915","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000106","1000106","NLAAT","EUR","STICHTING NEDVANG","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","411787885","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000107","1000107","NLAAT","EUR","STRUKTON RAIL RANDSTAD","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","386645295","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000112","1000112","NLAAT","EUR","UNIBAIL-RODAMCO EUROPE ROTTERDAM","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","415532204","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000119","1000119","NLAAT","EUR","VMI EPE HOLLAND B.V. EPE","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","403601867","0","360","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000120","1000120","NLAAT","EUR","VRIJWILLIGERSHUIS GEMEENTE BORSELE","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","489692159","0","360","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000122","1000122","NLAAT","EUR","WFM PEOPLE NEDERLAND B.V. AMERSFOORT","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","408328797","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000123","1000123","NLAAT","EUR","WIENER INTERNATIONAL SI B.V. MAASTRICHT","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","406417746","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000126","1000126","NLAAT","EUR","WPS HORTI SYSTEMS DE LIER","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","403040715","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000137","1000137","NLAAT","EUR","ASFALT PRODUCTIE WESTERBROEK B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","402850361","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000140","1000140","NLAAT","EUR","BALTEX B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","416583987","0","200","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000147","1000147","NLAAT","EUR","BITUFA WATERPROOFING B.V. APELDOORN","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","403555217","0","360","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000148","1000148","NLAAT","EUR","BOEK- EN KANTOORVAKHANDEL VAN DER MEULEN B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","402864185","0","200","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000156","1000156","NLAAT","EUR","BERGHUIS SUPERMARKT B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","406839782","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000162","1000162","NLAAT","EUR","CINOP ADVIES B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","489484092","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000171","1000171","NLAAT","EUR","DEVELOPMENT B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","414561931","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000175","1000175","NLAAT","EUR","ELAN STRATEGIE & CREATIE B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","412975914","0","200","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000179","1000179","NLAAT","EUR","DIRECTBOUW B.V. COEVORDEN","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","408038354","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000180","1000180","NLAAT","EUR","DUIJS TRADING B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","403873735","0","200","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000183","1000183","NLAAT","EUR","DRUKKERIJ DOGAN V.O.F.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","418162798","0","360","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000194","1000194","NLAAT","EUR","SBM SCHIEDAM B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","405980897","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000210","1000210","NLAAT","EUR","JAPAK","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","489128355","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000219","1000219","NLAAT","EUR","KERRY LOGISTICS B.V. OUDE MEER","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","414163936","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000223","1000223","NLAAT","EUR","MENNO HYPOTHEKEN & VERZEKERINGEN","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","402489582","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000226","1000226","NLAAT","EUR","MAXIMUM ALLIANCES B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","403397248","0","200","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000228","1000228","NLAAT","EUR","NASSAUHUIS B.V. MAKELAARDIN OG DEN HAAG","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","405903964","0","200","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000253","1000253","NLAAT","EUR","RM NETHERLANDS 1 B.V. DEN HAAG","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","402913631","0","200","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000263","1000263","NLAAT","EUR","SPAR TOLSMA","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","402901045","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000266","1000266","NLAAT","EUR","STORK PLASTICS MACHINERY HENGELO","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","403480825","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000269","1000269","NLAAT","EUR","VDS TECHNISCHE INDUSTRIE B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","404672370","0","360","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000271","1000271","NLAAT","EUR","VAN BERGEN ACCOUNTANTS EN BELASTINGADVIESKANTOOR BV","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","402359504","0","360","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000280","1000280","NLAAT","EUR","WESTRA & HOEKEMA ADMINISTRATIE","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","489149928","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000281","1000281","NLAAT","EUR","WENS CREATIE","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","490206738","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000282","1000282","NLAAT","EUR","MPS VW BOUW EN VASTGOEDONTWIK MIDDEN B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","402167881","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000293","1000293","NLAAT","EUR","BALLAST NEDAM INFRA B.V. NIEUWEGEIN","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","415125087","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000294","1000294","NLAAT","EUR","MPS BAM BOUW EN TECHNIEK REGIO ZUIDWEST","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","412384856","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000295","1000295","NLAAT","EUR","BAM UTILITEITSBOUW REGIO ROTTERDAM","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000296","1000296","NLAAT","EUR","MPS BAM MATERIEEL B.V. ICT","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","407134089","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000297","1000297","NLAAT","EUR","MPS BAM INFRA REGIO ZUID CIVIEL","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","408619653","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000298","1000298","NLAAT","EUR","MPS BAM BOUW EN TECHNIEK REGIO ZUIDWEST","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","412350436","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000301","1000301","NLAAT","EUR","MPS BAM WONINGBOUW B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","407194310","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000303","1000303","NLAAT","EUR","MPS BAM WONINGBOUW REGIO ZUID","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","406918057","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000308","1000308","NLAAT","EUR","BOS MECHANISATIE B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","409471117","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000321","1000321","NLAAT","EUR","D·O·C· STAP","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","403846595","0","200","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000325","1000325","NLAAT","EUR","ENRAF-NONIUS B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","414024224","0","200","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000327","1000327","NLAAT","EUR","FLOWERS TRADERS B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","414405928","0","200","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000331","1000331","NLAAT","EUR","FORTUM HOLDING B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","418554655","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000332","1000332","NLAAT","EUR","GBS ARCHITECTEN B.V. BOSKOOP","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","406183947","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000337","1000337","NLAAT","EUR","GOEDE HERDERKERK APELDOORN","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","","0","360","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000341","1000341","NLAAT","EUR","HEB","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","410116768","0","200","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000356","1000356","NLAAT","EUR","MAAKELAARDIJ VIVA B.V. WINSCHOTEN","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","386572093","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000360","1000360","NLAAT","EUR","MEDIA MARKT CORNER R DAM B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","403824910","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000361","1000361","NLAAT","EUR","METALLTEC BENELUX B.V. DORDRECHT","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","408563885","0","200","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000364","1000364","NLAAT","EUR","MIRA MEDIA UTRECHT","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","417733003","0","360","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000365","1000365","NLAAT","EUR","MONUTA MEMORIAM ROTTERDAM","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","415855931","0","360","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000371","1000371","NLAAT","EUR","OD 205 STEDENBOUWONDERZ DELFT","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","405694308","0","200","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000376","1000376","NLAAT","EUR","MPS PGGM N.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","403892826","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000378","1000378","NLAAT","EUR","PINEWOOD AUTOMATISERING B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","489682724","0","200","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000383","1000383","NLAAT","EUR","MPS RABOBANK DRACHTEN FRIESLAND OOST","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","402865505","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000384","1000384","NLAAT","EUR","RABOBANK MIDDEN-WESTFRIESLAND","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","407278803","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000385","1000385","NLAAT","EUR","MPS RABOBANK PEEL NOORD","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","404577249","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000391","1000391","NLAAT","EUR","STEENHOUWERIJ KANTERS WEERT B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","411831175","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000392","1000392","NLAAT","EUR","STICHTING SEKONDANT UTRECHT","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","412132904","0","360","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000403","1000403","NLAAT","EUR","UNICORN B.V. HAARLEM","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","415075910","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000405","1000405","NLAAT","EUR","VAN DE SCHEUR LOGISTIEK","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","405462842","0","360","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000409","1000409","NLAAT","EUR","VOF KUIPERS TALSMA","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","386492693","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000418","1000418","NLAAT","EUR","WSM ONROEREND GOED BV","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","404178170","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000422","1000422","NLAAT","EUR","2STEPZAHEAD B.V. AMSTERDAM","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","489580147","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000425","1000425","NLAAT","EUR","ALUMINIUM DELFZIJL B.V. DELFZIJL","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","402279137","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000427","1000427","NLAAT","EUR","B.E. DE LIER B.V. BLEISWIJK","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","408489466","0","200","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000437","1000437","NLAAT","EUR","WIJNEN BOUW SOMEREN B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","403575603","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000440","1000440","NLAAT","EUR","C. DE KWAASTENIET AANNEMINGSBEDRIJF B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","405263781","0","200","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000441","1000441","NLAAT","EUR","C1000 HESSEPLAATS ROTTERDAM","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","409791741","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000442","1000442","NLAAT","EUR","SUPERMARKT J. & P. DE BRUIN B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","404891777","0","150","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000449","1000449","NLAAT","EUR","COMPROMISE ICT SOLUTIONS B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","405452900","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000459","1000459","NLAAT","EUR","EREM ELECTROTECHNICI ZWIJNDRECHT","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","405295924","0","200","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000462","1000462","NLAAT","EUR","CHEMCOM INDUSTRIES B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","414821108","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000465","1000465","NLAAT","EUR","DRUKKERIJ DE SCHAKEL B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","386731645","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000469","1000469","NLAAT","EUR","HOTEL EXPLOITATIEMAATSCHAPPIJ GRAND WINSTON B.V.","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","407741508","0","300","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
"1000472","1000472","NLAAT","EUR","MPS GEMEENTE WESTERVELD","-","1","","0","0","0","0","en","NL","0","CustomerType.Party","413879698","0","360","CreditCheckStatus.Trade","Partner.MDMMastered","","","","","PartnerCustomerStatus.Approved","INSERT"
